@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
60,'2021/01/04 08:15:03:514',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
61,'2021/01/04 08:15:03:514',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
62,'2021/01/04 08:15:03:518',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
63,'2021/01/04 08:15:03:518',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
64,'2021/01/04 08:15:03:521',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
65,'2021/01/04 08:15:03:525',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
66,'2021/01/04 08:15:03:525',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
67,'2021/01/04 08:15:03:547',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
68,'2021/01/04 08:15:03:547',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
69,'2021/01/04 08:15:03:547',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
70,'2021/01/04 08:15:03:548',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
71,'2021/01/04 08:15:03:551',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
72,'2021/01/04 08:15:03:552',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
73,'2021/01/04 08:15:03:552',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
74,'2021/01/04 08:15:03:554',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
75,'2021/01/04 08:15:03:554',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
76,'2021/01/04 08:15:03:554',1,-13162706,-12569798,-12239808,-12568260,-12964559,-10465197,-9346204,-9212045,-13488588,-15331304,-13162705,-12569796,-12042171,-11514543,-10527653,-9542040,-8950932,-8620165,-10000277,-15593706,-12833486,-12240578,-11647156,-11251887,-10659235,-9803928,-9014923,-8816514,-9407624,-12829372,-13162450,-12570054,-12173243,-11843507,-10856612,-10066841,-9277583,-8750723,-9079431,-11711667,-13098199,-12505032,-12174525,-12041914,-11515057,-10856871,-10132890,-9278609,-9080718,-11251888,-13230556,-12637646,-12044479,-11648178,-11450030,-11251882,-10660260,-10134432,-9475989,-10001306,-13032404,-12244171,-11716542,-11319982,-10857889,-10528155,-10001813,-9673109,-9475218,-9146769,-14215650,-13952737,-13821150,-13557977,-13360343,-13293523,-13489873,-11384756,-9212046,-8948104,-15595250,-15660785,-15660785,-15069677,-14873069,-15463407,-15463149,-14214366,-10989997,-9145226,-15529455,-15595247,-15332333,-14214883,-14674919,-15331563,-15331561,-13688020,-13359572,-11976119,1,0,0
77,'2021/01/04 08:15:03:579',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
78,'2021/01/04 08:15:03:580',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
79,'2021/01/04 08:15:03:582',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
80,'2021/01/04 08:15:03:586',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
81,'2021/01/04 08:15:03:588',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
82,'2021/01/04 08:15:03:590',1,-13162449,-12503749,-12173756,-12370623,-12766667,-10398890,-9345947,-9079945,-13093572,-15462632,-13096657,-12504260,-12042171,-11448751,-10461859,-9607319,-8950932,-8685700,-9737105,-15462117,-12702412,-12240576,-11647155,-11317167,-10658978,-9738393,-9080202,-8881792,-9407367,-12565944,-13162450,-12570054,-12173498,-11909043,-10856614,-10067099,-9277839,-8750980,-9079432,-11580337,-13098198,-12570567,-12240060,-12042170,-11580594,-10857128,-10132892,-9278610,-9015181,-11120046,-13361371,-12572109,-12044223,-11648177,-11515309,-11186347,-10660260,-10134431,-9475988,-10001305,-12901332,-12243915,-11716542,-11385774,-10923425,-10528155,-10067350,-9673109,-9540755,-9146768,-14412516,-14084065,-13952479,-13754843,-13491672,-13424853,-13555668,-11319221,-9212046,-8882567,-15660784,-15595249,-15660786,-15003884,-14938605,-15397871,-15397613,-14016988,-10923948,-9079434,-15529455,-15595247,-15332076,-14214883,-14674919,-15331819,-15266025,-13490642,-13425107,-12041400,1,0,0
