@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
83,'2021/01/06 03:33:52:941',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
84,'2021/01/06 03:33:52:941',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
85,'2021/01/06 03:33:52:941',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
86,'2021/01/06 03:33:52:941',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
87,'2021/01/06 03:33:52:941',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
88,'2021/01/06 03:33:52:942',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
89,'2021/01/06 03:33:52:942',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
90,'2021/01/06 03:33:52:943',1,-9349281,-7768196,-5593947,-1512982,-131587,-131587,-460039,-4342084,-7370357,-8754318,-10071206,-8030340,-5067604,-1117970,-131587,-131587,-197380,-2563871,-6776675,-9607572,-9874342,-8556432,-6581105,-3420473,-394503,-131587,-591371,-4472386,-7961208,-9937050,-10269877,-9609892,-9015187,-7434868,-4999756,-3354417,-2696491,-7631221,-10000535,-10726825,-11518657,-11582654,-11055794,-10264993,-9079937,-8356215,-6577759,-9144461,-11448240,-12370112,-12307660,-12306891,-12240582,-11647932,-10660257,-10791843,-11250858,-8750224,-12567237,-13094350,-13031383,-13030870,-13030099,-12832206,-11582907,-11517886,-12107970,-11580346,-12041155,-13095637,-13951457,-13819869,-13819356,-13621462,-12963527,-12964560,-13030098,-13358292,-12370123,-13424858,-14411748,-14345698,-14410977,-13818579,-12963777,-13424593,-13949914,-14147035,-14015710,-13752282,-14477284,-14542820,-14411235,-13687505,-12701886,-13622229,-14082014,-14147806,-14476258,-13556188,0,0,0.88,0
91,'2021/01/06 03:33:52:973',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
92,'2021/01/06 03:33:52:973',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
93,'2021/01/06 03:33:52:974',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
94,'2021/01/06 03:33:52:974',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
95,'2021/01/06 03:33:52:974',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
96,'2021/01/06 03:33:52:974',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
97,'2021/01/06 03:33:52:975',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
98,'2021/01/06 03:33:52:975',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
99,'2021/01/06 03:33:52:975',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
100,'2021/01/06 03:33:52:975',1,-9349281,-7702402,-5462361,-1381396,-131587,-131587,-460295,-4473670,-7502198,-8885648,-10071206,-8030083,-4936019,-1052177,-131587,-131587,-197380,-2629664,-6842726,-9739159,-9874085,-8556431,-6515311,-3354936,-394503,-131587,-657164,-4670021,-8093307,-9937307,-10269876,-9675429,-9014930,-7434868,-5065548,-3486002,-2762541,-7828343,-10066328,-10792618,-11584194,-11582653,-11056051,-10264992,-9014401,-8421751,-6643295,-9341840,-11514034,-12435905,-12373195,-12306891,-12306119,-11713468,-10660515,-10923172,-11250858,-8816273,-12567495,-13160143,-13031382,-13030614,-13030100,-12897743,-11583163,-11583422,-12107970,-11580347,-12106949,-13095893,-13951456,-13885406,-13819356,-13621718,-12963783,-13030094,-13030098,-13358549,-12370380,-13490651,-14411748,-14345698,-14476513,-13884116,-13095107,-13490384,-13884634,-14212571,-14015709,-13818075,-14411748,-14542820,-14411491,-13753300,-12964802,-13753814,-14082014,-14213598,-14476258,-13621724,0,0,0.88,0
101,'2021/01/06 03:33:53:006',1,-9349281,-7636610,-5396311,-1249810,-131587,-131587,-525832,-4605256,-7633528,-9016977,-10071206,-7964547,-4870226,-986640,-131587,-131587,-197380,-2695713,-7040105,-9870744,-9874342,-8556431,-6581104,-3354936,-460296,-197380,-788750,-4933193,-8290430,-10003356,-10269876,-9675429,-9014930,-7434868,-5131340,-3617588,-2894127,-7960185,-10197914,-10923947,-11715522,-11582653,-11121587,-10264992,-9014656,-8422263,-6643552,-9473682,-11579827,-12501442,-12307660,-12372683,-12306120,-11779262,-10791845,-10988966,-11316652,-8947603,-12633288,-13160144,-13096919,-13096150,-13095893,-12963534,-11648699,-11583421,-12173762,-11646140,-12172998,-13161686,-13951712,-13885406,-13885149,-13752790,-12897989,-12964557,-13095890,-13489621,-12501709,-13556443,-14412005,-14345698,-14476514,-13818836,-13160899,-13490383,-13884634,-14212827,-14015966,-13818332,-14477284,-14542821,-14542563,-13950422,-13227718,-13885144,-14082013,-14213598,-14542050,-13556444,0,0,0.88,0
102,'2021/01/06 03:33:53:007',1,-9349281,-7636610,-5396311,-1249810,-131587,-131587,-525832,-4605256,-7633528,-9016977,-10071206,-7964547,-4870226,-986640,-131587,-131587,-197380,-2695713,-7040105,-9870744,-9874342,-8556431,-6581104,-3354936,-460296,-197380,-788750,-4933193,-8290430,-10003356,-10269876,-9675429,-9014930,-7434868,-5131340,-3617588,-2894127,-7960185,-10197914,-10923947,-11715522,-11582653,-11121587,-10264992,-9014656,-8422263,-6643552,-9473682,-11579827,-12501442,-12307660,-12372683,-12306120,-11779262,-10791845,-10988966,-11316652,-8947603,-12633288,-13160144,-13096919,-13096150,-13095893,-12963534,-11648699,-11583421,-12173762,-11646140,-12172998,-13161686,-13951712,-13885406,-13885149,-13752790,-12897989,-12964557,-13095890,-13489621,-12501709,-13556443,-14412005,-14345698,-14476514,-13818836,-13160899,-13490383,-13884634,-14212827,-14015966,-13818332,-14477284,-14542821,-14542563,-13950422,-13227718,-13885144,-14082013,-14213598,-14542050,-13556444,0,0,0.88,0
103,'2021/01/06 03:33:53:007',1,-9349281,-7636610,-5396311,-1249810,-131587,-131587,-525832,-4605256,-7633528,-9016977,-10071206,-7964547,-4870226,-986640,-131587,-131587,-197380,-2695713,-7040105,-9870744,-9874342,-8556431,-6581104,-3354936,-460296,-197380,-788750,-4933193,-8290430,-10003356,-10269876,-9675429,-9014930,-7434868,-5131340,-3617588,-2894127,-7960185,-10197914,-10923947,-11715522,-11582653,-11121587,-10264992,-9014656,-8422263,-6643552,-9473682,-11579827,-12501442,-12307660,-12372683,-12306120,-11779262,-10791845,-10988966,-11316652,-8947603,-12633288,-13160144,-13096919,-13096150,-13095893,-12963534,-11648699,-11583421,-12173762,-11646140,-12172998,-13161686,-13951712,-13885406,-13885149,-13752790,-12897989,-12964557,-13095890,-13489621,-12501709,-13556443,-14412005,-14345698,-14476514,-13818836,-13160899,-13490383,-13884634,-14212827,-14015966,-13818332,-14477284,-14542821,-14542563,-13950422,-13227718,-13885144,-14082013,-14213598,-14542050,-13556444,0,0,0.88,0
104,'2021/01/06 03:33:53:007',1,-9349281,-7636610,-5396311,-1249810,-131587,-131587,-525832,-4605256,-7633528,-9016977,-10071206,-7964547,-4870226,-986640,-131587,-131587,-197380,-2695713,-7040105,-9870744,-9874342,-8556431,-6581104,-3354936,-460296,-197380,-788750,-4933193,-8290430,-10003356,-10269876,-9675429,-9014930,-7434868,-5131340,-3617588,-2894127,-7960185,-10197914,-10923947,-11715522,-11582653,-11121587,-10264992,-9014656,-8422263,-6643552,-9473682,-11579827,-12501442,-12307660,-12372683,-12306120,-11779262,-10791845,-10988966,-11316652,-8947603,-12633288,-13160144,-13096919,-13096150,-13095893,-12963534,-11648699,-11583421,-12173762,-11646140,-12172998,-13161686,-13951712,-13885406,-13885149,-13752790,-12897989,-12964557,-13095890,-13489621,-12501709,-13556443,-14412005,-14345698,-14476514,-13818836,-13160899,-13490383,-13884634,-14212827,-14015966,-13818332,-14477284,-14542821,-14542563,-13950422,-13227718,-13885144,-14082013,-14213598,-14542050,-13556444,0,0,0.88,0
105,'2021/01/06 03:33:53:007',1,-9349281,-7636610,-5396311,-1249810,-131587,-131587,-525832,-4605256,-7633528,-9016977,-10071206,-7964547,-4870226,-986640,-131587,-131587,-197380,-2695713,-7040105,-9870744,-9874342,-8556431,-6581104,-3354936,-460296,-197380,-788750,-4933193,-8290430,-10003356,-10269876,-9675429,-9014930,-7434868,-5131340,-3617588,-2894127,-7960185,-10197914,-10923947,-11715522,-11582653,-11121587,-10264992,-9014656,-8422263,-6643552,-9473682,-11579827,-12501442,-12307660,-12372683,-12306120,-11779262,-10791845,-10988966,-11316652,-8947603,-12633288,-13160144,-13096919,-13096150,-13095893,-12963534,-11648699,-11583421,-12173762,-11646140,-12172998,-13161686,-13951712,-13885406,-13885149,-13752790,-12897989,-12964557,-13095890,-13489621,-12501709,-13556443,-14412005,-14345698,-14476514,-13818836,-13160899,-13490383,-13884634,-14212827,-14015966,-13818332,-14477284,-14542821,-14542563,-13950422,-13227718,-13885144,-14082013,-14213598,-14542050,-13556444,0,0,0.88,0
