@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1070,'2021/01/06 03:35:20:676',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-12109000,-12702414,-12439758,-13160653,-13817813,-13883864,-14016220,-13754075,-13556952,-13556695,-10331824,-10069418,-11188665,-11778745,-12764356,-13225677,-13358548,-13162709,-13294550,-13556696,-10792881,-6842480,-8554376,-9738134,-10593187,-9802906,-11776955,-12831693,-13424854,-13687513,-9214361,-6907753,-2432543,-4603971,-5853530,-3880513,-8222597,-12697797,-13619922,-13686486,-7963008,-5195844,-525830,-197124,-1182224,-5589846,-9342610,-11975866,-13029068,-13226193,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1071,'2021/01/06 03:35:20:676',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-10331824,-10069418,-11188665,-11778745,-12764356,-13225677,-13358548,-13162709,-13294550,-13556696,-10792881,-6842480,-8554376,-9738134,-10593187,-9802906,-11776955,-12831693,-13424854,-13687513,-9214361,-6907753,-2432543,-4603971,-5853530,-3880513,-8222597,-12697797,-13619922,-13686486,-7963008,-5195844,-525830,-197124,-1182224,-5589846,-9342610,-11975866,-13029068,-13226193,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1072,'2021/01/06 03:35:20:676',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-10792881,-6842480,-8554376,-9738134,-10593187,-9802906,-11776955,-12831693,-13424854,-13687513,-9214361,-6907753,-2432543,-4603971,-5853530,-3880513,-8222597,-12697797,-13619922,-13686486,-7963008,-5195844,-525830,-197124,-1182224,-5589846,-9342610,-11975866,-13029068,-13226193,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1073,'2021/01/06 03:35:20:676',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-9214361,-6907753,-2432543,-4603971,-5853530,-3880513,-8222597,-12697797,-13619922,-13686486,-7963008,-5195844,-525830,-197124,-1182224,-5589846,-9342610,-11975866,-13029068,-13226193,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1074,'2021/01/06 03:35:20:677',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-7963008,-5195844,-525830,-197124,-1182224,-5589846,-9342610,-11975866,-13029068,-13226193,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1075,'2021/01/06 03:35:20:677',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-7304309,-4011057,-197380,-131588,-328452,-5590605,-8290693,-10991026,-12241607,-12569804,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1076,'2021/01/06 03:35:20:677',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7832195,-5591120,-1577747,-657159,-1314574,-6775651,-9277329,-11188149,-11978436,-12767439,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1077,'2021/01/06 03:35:20:678',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-7768973,-7699071,-6447715,-5986647,-4274487,-7698808,-10528677,-12042429,-12108995,-13621971,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1078,'2021/01/06 03:35:20:678',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-7703439,-8753554,-8556685,-8687755,-8226178,-7699580,-10925233,-11714493,-12767435,-13490899,1,1,1,1
1079,'2021/01/06 03:35:20:678',4,-13096402,-12506319,-12834513,-13752788,-13687508,-13753303,-13950683,-13754074,-13688024,-13950939,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1080,'2021/01/06 03:35:20:708',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-11254463,-11651782,-11979205,-12962760,-13357775,-13555926,-13491417,-13229271,-13360087,-13884890,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1081,'2021/01/06 03:35:20:708',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-8620954,-9280929,-10333613,-11382961,-12304062,-12897227,-13030353,-13162708,-13425367,-14147806,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1082,'2021/01/06 03:35:20:710',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-9410461,-5196883,-7501175,-8947592,-10067100,-10725802,-12106942,-13028814,-13686742,-14081244,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1083,'2021/01/06 03:35:20:711',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-8028546,-4406591,-1183504,-3156011,-5327186,-5130839,-6577002,-12171199,-13422288,-13752023,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1084,'2021/01/06 03:35:20:711',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-6514021,-2498332,-131587,-131587,-1248274,-5787994,-8422024,-11516601,-12898253,-13095378,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1085,'2021/01/06 03:35:20:712',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-6185060,-2103575,-131587,-131587,-1577490,-6907494,-9147028,-11320505,-12372680,-13227990,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1086,'2021/01/06 03:35:20:712',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7239036,-5196363,-2630435,-1906711,-3222055,-8289918,-10725030,-12305602,-12437448,-14016218,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1087,'2021/01/06 03:35:20:712',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-8031120,-8094596,-7436406,-7369327,-5525839,-9082002,-11515830,-12305347,-13292753,-14015960,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1088,'2021/01/06 03:35:20:712',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-9543839,-9346199,-9344913,-9541266,-7763577,-10989229,-12306117,-13096145,-13950939,-14476513,-8885914,-9215386,-9215640,-9805721,-9082001,-9147540,-11846077,-12175557,-13162449,-13885401,1,1,1,1
1089,'2021/01/06 03:35:20:713',4,-11717317,-11586758,-12439497,-13030351,-13293522,-13425366,-13360599,-13360343,-13623001,-14213340,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-9543839,-9346199,-9344913,-9541266,-7763577,-10989229,-12306117,-13096145,-13950939,-14476513,-10137000,-9875881,-10728620,-11253423,-10858412,-10792110,-12241607,-13031634,-13623001,-14345183,1,1,1,1
1090,'2021/01/06 03:35:20:741',4,-10205364,-10534069,-11846334,-12043713,-12767435,-13162963,-13097941,-13426136,-14016988,-14410975,-9676975,-10665658,-11452604,-12436418,-12897738,-13161938,-13031892,-13294807,-13688282,-14475999,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-9543839,-9346199,-9344913,-9541266,-7763577,-10989229,-12306117,-13096145,-13950939,-14476513,-10137000,-9875881,-10728620,-11253423,-10858412,-10792110,-12241607,-13031634,-13623001,-14345183,1,1,1,1
1091,'2021/01/06 03:35:20:741',4,-10205364,-10534069,-11846334,-12043713,-12767435,-13162963,-13097941,-13426136,-14016988,-14410975,-7569803,-9479332,-10463399,-11056306,-11912129,-12701387,-13227731,-13622232,-14082269,-14476770,-7106943,-8030091,-9542298,-10527651,-11384501,-12371910,-13030096,-13556439,-13819099,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-9543839,-9346199,-9344913,-9541266,-7763577,-10989229,-12306117,-13096145,-13950939,-14476513,-10137000,-9875881,-10728620,-11253423,-10858412,-10792110,-12241607,-13031634,-13623001,-14345183,1,1,1,1
1092,'2021/01/06 03:35:20:742',4,-10205364,-10534069,-11846334,-12043713,-12767435,-13162963,-13097941,-13426136,-14016988,-14410975,-7569803,-9479332,-10463399,-11056306,-11912129,-12701387,-13227731,-13622232,-14082269,-14476770,-5592418,-5131605,-7697527,-8685448,-10134692,-11910590,-12963019,-13621205,-14080986,-14476770,-7962244,-3090991,-5525586,-7236204,-9080719,-11186352,-12699077,-13488849,-13752022,-14476257,-6447460,-1906713,-328452,-1314577,-4668997,-7434361,-8223363,-11844030,-12831438,-13950941,-4867399,-525573,-131587,-131587,-1971996,-6184037,-7566206,-11121079,-12568525,-13951198,-5854812,-2103833,-591623,-262916,-4471352,-8158079,-11054252,-12502469,-13488852,-14410720,-7962757,-6908264,-6051924,-4538173,-5722704,-10199200,-12369855,-12896971,-14081499,-14476257,-9543839,-9346199,-9344913,-9541266,-7763577,-10989229,-12306117,-13096145,-13950939,-14476513,-10137000,-9875881,-10728620,-11253423,-10858412,-10792110,-12241607,-13031634,-13623001,-14345183,1,1,1,1
